Athlete,Meet Info,Lane_Place,Wind,Date,RT,50m,100m,150m,200m,Time,0-100m,100-200m,Differential,Vel_50m,Vel_100m,Vel_150m,Vel_200m,Vel_0_100m,Vel_100_200m,StrideRate,Source,Ath_Mt_Strd
,,,,RT,,,,,,,,,,,,,,,,,,None_None
"Maganga Gorra, Guy (GAB) (1993)","FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)",6 / 5,2.9 m/s,05-Aug-23,0.198,6.04,11.09,16.04,21.16,21.16,11.09,10.07,-1.02,8.28,9.9,10.1,9.77,9.02,9.93,,Timing by Seiko (2022) - world athletics championships race analysis,"Maganga Gorra, Guy (GAB) (1993)_FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)"
"Mahorn, Atlee (CAN) (1965)","FINAL - 1991 IAAF World Championships (Tokyo, JPN)",5 / 3,-3.4 m/s,27-Aug-91,,10.45,20.49,20.49,53.0,53.0,20.49,32.51,12.02,9.57,9.96,9.76,86.0,4.88,3.08,86.0,,"Mahorn, Atlee (CAN) (1965)_FINAL - 1991 IAAF World Championships (Tokyo, JPN)_86"
"Mahorn, Atlee (CAN) (1965)","FINAL - 1988 Olympic Games (Seoul, KOR)",2 / 5,1.7 m/s,28-Sep-88,0.159,5.88,10.6,15.35,20.39,20.39,10.6,9.79,-0.81,8.5,10.59,10.53,9.92,9.43,10.21,85.0,,"Mahorn, Atlee (CAN) (1965)_FINAL - 1988 Olympic Games (Seoul, KOR)_85"
"Mahorn, Atlee (CAN) (1965)","Semi-Final 1 - 1988 Olympic Games (Seoul, KOR)",6 / 3,1.5 m/s,28-Sep-88,0.25,5.93,10.55,15.35,20.43,20.43,10.55,9.88,-0.67,8.43,10.82,10.42,9.84,9.48,10.12,,,"Mahorn, Atlee (CAN) (1965)_Semi-Final 1 - 1988 Olympic Games (Seoul, KOR)"
"Mahorn, Atlee (CAN) (1965)","FINAL - 1987 IAAF World Championships (Rome, ITA)",1 / 8,-0.4 m/s,03-Sep-87,,10.85,20.78,20.78,18.0,18.0,20.78,-2.78,-23.56,9.22,10.07,9.62,84.0,4.81,,84.0,,"Mahorn, Atlee (CAN) (1965)_FINAL - 1987 IAAF World Championships (Rome, ITA)_84"
"Makarawu, Tapiwanashe (ZIM) (2000)","FINAL - 2024 Olympic Games (Paris, FRA)",2 / 6,0.4 m/s,08-Aug-24,0.137,5.82,10.39,15.11,20.1,20.1,10.39,9.71,-0.68,8.59,10.94,10.59,10.02,9.62,10.3,86.0,,"Makarawu, Tapiwanashe (ZIM) (2000)_FINAL - 2024 Olympic Games (Paris, FRA)_86"
"Makarawu, Tapiwanashe (ZIM) (2000)","Semi-Final 3 - 2024 Olympic Games (Paris, FRA)",7 / 3,-0.6 m/s,07-Aug-24,0.139,5.8,10.32,15.05,20.16,20.16,10.32,9.84,-0.48,8.62,11.06,10.57,9.78,9.69,10.16,87.0,,"Makarawu, Tapiwanashe (ZIM) (2000)_Semi-Final 3 - 2024 Olympic Games (Paris, FRA)_87"
"Makarawu, Tapiwanashe (ZIM) (2000)","Heat 5 - 2024 Olympic Games (Paris, FRA)",3 / 2,0.2 m/s,05-Aug-24,0.157,5.81,10.36,15.07,20.07,20.07,10.36,9.71,-0.65,8.61,10.99,10.62,10.0,9.65,10.3,86.0,Seiko Timing (2023) - world championship race analysis,"Makarawu, Tapiwanashe (ZIM) (2000)_Heat 5 - 2024 Olympic Games (Paris, FRA)_86"
"Makarawu, Tapiwanashe (ZIM) (2000)","Heat 2 - 2023 World Athletics Championships (Budapest, HUN)",3 / 4,-0.1 m/s,23-Aug-23,0.188,10.77,20.64,20.64,34.0,34.0,20.64,13.36,-7.28,9.29,10.13,9.69,87.2,4.84,7.49,,Seiko Timing (2023) - world championship race analysis,"Makarawu, Tapiwanashe (ZIM) (2000)_Heat 2 - 2023 World Athletics Championships (Budapest, HUN)"
"Makarawu, Tapiwanashe (ZIM) (2000)","B FINAL - 2020 Shimane High School Championships (Izumo, JPN)",5 / 1,2.4 m/s,12-Jul-20,,11.54,16.9,22.46,22.46,51.0,16.9,5.56,-11.34,8.67,9.33,8.99,8.9,5.92,17.99,,Shimizu (2020) - shimane high school championships 2020 - biomechanics data analysis,"Makarawu, Tapiwanashe (ZIM) (2000)_B FINAL - 2020 Shimane High School Championships (Izumo, JPN)"
"Makwala, Isaac (BOT) (1986)","FINAL - 2022 Meeting International Mohammed VI d'Athlétime (Rabat, MAR)",4 / 6,2.0 m/s,05-Jun-22,0.192,6.04,10.81,15.71,20.87,20.87,10.81,10.06,-0.75,8.28,10.48,10.2,9.69,9.25,9.94,90.0,Omega Timing (2022) - diamond league race analysis,"Makwala, Isaac (BOT) (1986)_FINAL - 2022 Meeting International Mohammed VI d'Athlétime (Rabat, MAR)_90"
"Makwala, Isaac (BOT) (1986)","FINAL - 2021 Weltklasse (Zürich, SUI)",3 / 6,0.5 m/s,09-Sep-21,0.167,5.9,10.5,15.3,20.31,20.31,10.5,9.81,-0.69,8.47,10.87,10.42,9.98,9.52,10.19,,Omega Timing (2021) - diamond league race analysis,"Makwala, Isaac (BOT) (1986)_FINAL - 2021 Weltklasse (Zürich, SUI)"
"Makwala, Isaac (BOT) (1986)","FINAL - 2021 Bislett Games (Oslo, NOR)",5 / 3,-1.0 m/s,01-Jul-21,0.175,6.0,10.6,15.4,20.61,20.61,10.6,10.01,-0.59,8.33,10.87,10.42,9.6,9.43,9.99,91.0,Omega Timing (2021) - diamond league race analysis,"Makwala, Isaac (BOT) (1986)_FINAL - 2021 Bislett Games (Oslo, NOR)_91"
"Makwala, Isaac (BOT) (1986)","FINAL - 2018 Seiko Golden Grand Prix (Osaka, JPN)",7 / 1,0.9 m/s,20-May-18,0.198,5.86,10.37,15.07,19.96,19.96,10.37,9.59,-0.78,8.53,11.09,10.64,10.22,9.64,10.43,,Omega Timing (2021) - diamond league race analysis,"Makwala, Isaac (BOT) (1986)_FINAL - 2018 Seiko Golden Grand Prix (Osaka, JPN)"
"Makwala, Isaac (BOT) (1986)","FINAL - 2017 IAAF World Championships (London, GBR)",6 / 6,-0.1 m/s,10-Aug-17,0.17,10.15,15.17,20.27,20.44,66.0,15.17,5.27,-9.9,9.85,9.96,9.8,9.78,6.59,18.98,,Omega Timing (2021) - diamond league race analysis,"Makwala, Isaac (BOT) (1986)_FINAL - 2017 IAAF World Championships (London, GBR)"
"Makwala, Isaac (BOT) (1986)","Semi-Final 1 - 2017 IAAF World Championships (London, GBR)",1 / 2,2.1 m/s,09-Aug-17,0.187,10.22,14.92,19.95,20.14,12.0,14.92,5.22,-9.7,9.78,10.64,9.94,9.93,6.7,19.16,,Omega Timing (2021) - diamond league race analysis,"Makwala, Isaac (BOT) (1986)_Semi-Final 1 - 2017 IAAF World Championships (London, GBR)"
"Malcolm, Christian (GBR) (1979)","FINAL - 2012 Great North CityGames (Newcastle, GBR) (150m straightaway)",1 / 3,0.7 m/s,15-Sep-12,,5.86,10.5,15.5,15.5,13.0,10.5,5.0,-5.5,8.53,10.78,10.0,9.68,9.52,20.0,,Jalava (2012) - www.tilastopaja.org,"Malcolm, Christian (GBR) (1979)_FINAL - 2012 Great North CityGames (Newcastle, GBR) (150m straightaway)"
"Malcolm, Christian (GBR) (1979)","FINAL - 2011 Great CityGames (Manchester, GBR) (150m straightaway)",4 / 4,1.5 m/s,15-May-11,,5.82,10.34,15.28,15.28,44.0,10.34,4.94,-5.4,8.59,11.06,10.12,9.82,9.67,20.24,,Jalava (2012) - www.tilastopaja.org,"Malcolm, Christian (GBR) (1979)_FINAL - 2011 Great CityGames (Manchester, GBR) (150m straightaway)"
"Malcolm, Christian (GBR) (1979)","FINAL - 2008 Olympic Games (Beijing, CHN)",3 /   7  5,-0.9 m/s,20-Aug-08,0.212,10.47,20.4,20.4,375.0,375.0,20.4,354.6,334.2,9.55,10.07,9.8,89.5,4.9,0.28,,Jalava (2012) - www.tilastopaja.org,"Malcolm, Christian (GBR) (1979)_FINAL - 2008 Olympic Games (Beijing, CHN)"
"Malcolm, Christian (GBR) (1979)","FINAL - 2002 European Championships (Munich, GER)",/ 4,-0.5 m/s,09-Aug-02,0.146,5.84,10.42,15.19,20.3,20.3,10.42,9.88,-0.54,8.56,10.92,10.48,9.78,9.6,10.12,,Graubner (2009) - http://www.fgs.uni-halle.de,"Malcolm, Christian (GBR) (1979)_FINAL - 2002 European Championships (Munich, GER)"
"Malcolm, Christian (GBR) (1979)","Semi-Final 1 - 2002 European Championships (Munich, GER)",/ 3,-0.5 m/s,09-Aug-02,0.156,5.92,10.43,15.29,20.54,20.54,10.43,10.11,-0.32,8.45,11.09,10.29,9.52,9.59,9.89,,Graubner (2009) - http://www.fgs.uni-halle.de,"Malcolm, Christian (GBR) (1979)_Semi-Final 1 - 2002 European Championships (Munich, GER)"
"Malcolm, Christian (GBR) (1979)","Quarter-Final 3 - 2002 European Championships (Munich, GER)",/ 3,-0.3 m/s,08-Aug-02,0.162,5.91,10.53,15.4,20.66,20.66,10.53,10.13,-0.4,8.46,10.82,10.27,9.51,9.5,9.87,,Graubner (2009) - http://www.fgs.uni-halle.de,"Malcolm, Christian (GBR) (1979)_Quarter-Final 3 - 2002 European Championships (Munich, GER)"
"Malcolm, Christian (GBR) (1979)","Heat 1 - 2002 European Championships (Munich, GER)",/ 2,0.8 m/s,08-Aug-02,0.148,10.84,15.65,20.82,20.82,2.0,15.65,5.17,-10.48,9.23,10.4,9.67,9.61,6.39,19.34,,Graubner (2009) - http://www.fgs.uni-halle.de,"Malcolm, Christian (GBR) (1979)_Heat 1 - 2002 European Championships (Munich, GER)"
"Malcolm, Christian (GBR) (1979)","FINAL - 2001 IAAF World Championships (Edmonton, CAN)",5 / 5,0.2 m/s,09-Aug-01,0.157,10.2,20.22,20.22,55.0,55.0,20.22,34.78,14.56,9.8,9.98,9.89,90.5,4.95,2.88,,Graubner (2009) - http://www.fgs.uni-halle.de,"Malcolm, Christian (GBR) (1979)_FINAL - 2001 IAAF World Championships (Edmonton, CAN)"
"Marcoullides, Anninos (CYP) (1971)","Semi-Final 2 - 2002 European Championships (Munich, GER)",/ 5,0.2 m/s,09-Aug-02,0.136,5.91,10.51,15.38,20.69,20.69,10.51,10.18,-0.33,8.46,10.87,10.27,9.42,9.51,9.82,,Graubner (2009) - http://www.fgs.uni-halle.de,"Marcoullides, Anninos (CYP) (1971)_Semi-Final 2 - 2002 European Championships (Munich, GER)"
"Marie-Rose, Bruno (FRA) (1965)","FINAL - 1988 Olympic Games (Seoul, KOR)",7 / 8,1.7 m/s,28-Sep-88,0.232,6.0,10.69,15.56,20.58,20.58,10.69,9.89,-0.8,8.33,10.66,10.27,9.96,9.35,10.11,,,"Marie-Rose, Bruno (FRA) (1965)_FINAL - 1988 Olympic Games (Seoul, KOR)"
"Marie-Rose, Bruno (FRA) (1965)","Semi-Final 2 - 1988 Olympic Games (Seoul, KOR)",5 / 3,1.6 m/s,28-Sep-88,0.207,5.94,10.59,15.37,20.5,20.5,10.59,9.91,-0.68,8.42,10.75,10.46,9.75,9.44,10.09,,,"Marie-Rose, Bruno (FRA) (1965)_Semi-Final 2 - 1988 Olympic Games (Seoul, KOR)"
"Markett, Lamar (USA) (1989)","FINAL - 2008 USATF National Junior Championships (Columbus, OH)",9 / 5,-2.2 m/s,22-Jun-08,,10.86,16.08,21.54,21.54,95.0,16.08,5.46,-10.62,9.21,9.58,9.16,9.29,6.22,18.32,,,"Markett, Lamar (USA) (1989)_FINAL - 2008 USATF National Junior Championships (Columbus, OH)"
"Mars, Chase (USA) (2003)","Semi-Final 2 - 2024 USA Olympic Trials (Eugene, OR)",4 / 8,0.7 m/s,28-Jun-24,,5.97,10.74,15.62,20.66,20.66,10.74,9.92,-0.82,8.38,10.48,10.25,9.92,9.31,10.08,,USATF and Karmarush (2024) - USA Olympic trials results and race analysis,"Mars, Chase (USA) (2003)_Semi-Final 2 - 2024 USA Olympic Trials (Eugene, OR)"
"Mars, Chase (USA) (2003)","Heat 4 - 2024 USA Olympic Trials (Eugene, OR)",2 / 4,1.2 m/s,27-Jun-24,,5.88,10.63,15.51,20.63,20.63,10.63,10.0,-0.63,8.5,10.53,10.25,9.77,9.41,10.0,86.0,USATF and Karmarush (2024) - USA Olympic trials results and race analysis,"Mars, Chase (USA) (2003)_Heat 4 - 2024 USA Olympic Trials (Eugene, OR)_86"
"Marsh, Damien (AUS) (1971)","FINAL - 1993 IAAF World Championships (Stuttgart, GER)",1 / 8,0.1 m/s,19-Aug-93,,5.95,10.62,15.37,20.51,20.56,10.62,9.89,-0.73,8.4,10.71,10.53,9.73,9.42,10.11,,,"Marsh, Damien (AUS) (1971)_FINAL - 1993 IAAF World Championships (Stuttgart, GER)"
"Marsh, Michael (USA) (1967)","FINAL - 1996 Olympic Games (Atlanta, GA)",1 / 8,0.4 m/s,01-Aug-96,0.167,10.61,20.48,20.48,18.0,18.0,20.48,-2.48,-22.96,9.43,10.13,9.77,85.0,4.88,,85.0,,"Marsh, Michael (USA) (1967)_FINAL - 1996 Olympic Games (Atlanta, GA)_85"
"Marsh, Michael (USA) (1967)","FINAL - 1996 USA Olympic Trials (Atlanta, GA)",4 / 3,1.7 m/s,23-Jun-96,,10.65,15.29,20.04,20.04,43.0,15.29,4.75,-10.54,9.39,10.78,10.53,9.98,6.54,21.05,,,"Marsh, Michael (USA) (1967)_FINAL - 1996 USA Olympic Trials (Atlanta, GA)"
"Marsh, Michael (USA) (1967)","Semi-Final 2 - 1996 USA Olympic Trials (Atlanta, GA)",6 / 2,-0.3 m/s,23-Jun-96,,10.48,15.11,20.22,20.2,62.0,15.11,5.09,-10.02,9.54,10.8,9.78,9.9,6.62,19.65,,,"Marsh, Michael (USA) (1967)_Semi-Final 2 - 1996 USA Olympic Trials (Atlanta, GA)"
"Marsh, Michael (USA) (1967)","Quarter-Final 2 - 1996 USA Olympic Trials (Atlanta, GA)",/ 2,0.0 m/s,22-Jun-96,,10.46,20.3,20.3,2.0,2.0,20.3,-18.3,-38.6,9.56,10.16,9.85,9.56,4.93,,,,"Marsh, Michael (USA) (1967)_Quarter-Final 2 - 1996 USA Olympic Trials (Atlanta, GA)"
"Marsh, Michael (USA) (1967)","Heat 2 - 1996 USA Olympic Trials (Atlanta, GA)",/ 1,0.3 m/s,21-Jun-96,,10.42,20.34,20.34,1.0,1.0,20.34,-19.34,-39.68,9.6,10.08,9.83,9.6,4.92,,,,"Marsh, Michael (USA) (1967)_Heat 2 - 1996 USA Olympic Trials (Atlanta, GA)"
"Marsh, Michael (USA) (1967)","FINAL - 1993 IAAF World Championships (Stuttgart, GER)",4 / 4,0.3 m/s,20-Aug-93,,10.43,20.18,20.18,44.0,44.0,20.18,23.82,3.64,9.59,10.26,9.91,85.0,4.96,4.2,85.0,,"Marsh, Michael (USA) (1967)_FINAL - 1993 IAAF World Championships (Stuttgart, GER)_85"
"Marsh, Michael (USA) (1967)","Semi-Final 1 - 1992 Olympic Games (Barcelona, ESP)",5 / 1,-0.2 m/s,06-Aug-92,,14.81,19.73,19.73,51.0,51.0,19.73,31.27,11.54,10.13,10.16,10.14,82.7,5.07,3.2,,,"Marsh, Michael (USA) (1967)_Semi-Final 1 - 1992 Olympic Games (Barcelona, ESP)"
"Martin, Rodney (USA) (1982)","FINAL - 2008 IAAF World Athletic Final (Stuttgart, GER)",6 / 5,-0.1 m/s,14-Sep-08,0.164,6.1,10.73,15.55,20.66,20.66,10.73,9.93,-0.8,8.2,10.8,10.37,9.78,9.32,10.07,,Graubner (2009) - http://www.fgs.uni-halle.de,"Martin, Rodney (USA) (1982)_FINAL - 2008 IAAF World Athletic Final (Stuttgart, GER)"
"Martin, Rodney (USA) (1982)","FINAL - 2008 USA Olympic Trials (Eugene, OR)",5 / 4,1.7 m/s,06-Jul-08,0.171,5.82,10.39,15.1,19.99,19.99,10.39,9.6,-0.79,8.59,10.94,10.62,10.22,9.62,10.42,,Graubner (2009) - http://www.fgs.uni-halle.de,"Martin, Rodney (USA) (1982)_FINAL - 2008 USA Olympic Trials (Eugene, OR)"
"Martin, Rodney (USA) (1982)","Semi-Final 1 - 2008 USA Olympic Trials (Eugene, OR)",5 / 1,2.2 m/s,05-Jul-08,,5.96,10.57,15.18,20.04,20.04,10.57,9.47,-1.1,8.39,10.85,10.85,10.29,9.46,10.56,,Graubner (2009) - http://www.fgs.uni-halle.de,"Martin, Rodney (USA) (1982)_Semi-Final 1 - 2008 USA Olympic Trials (Eugene, OR)"
"Martin, Rodney (USA) (1982)","Quarter-Final 1 - 2008 USA Olympic Trials (Eugene, OR)",3 / 1,-0.5 m/s,05-Jul-08,,6.02,10.79,15.43,20.52,20.52,10.79,9.73,-1.06,8.31,10.48,10.78,9.82,9.27,10.28,,Graubner (2009) - http://www.fgs.uni-halle.de,"Martin, Rodney (USA) (1982)_Quarter-Final 1 - 2008 USA Olympic Trials (Eugene, OR)"
"Martin, Rodney (USA) (1982)","Heat 5 - 2008 USA Olympic Trials (Eugene, OR)",3 / 3,1.3 m/s,04-Jul-08,,6.21,11.02,15.84,21.0,21.0,11.02,9.98,-1.04,8.05,10.4,10.37,9.69,9.07,10.02,,Graubner (2009) - http://www.fgs.uni-halle.de,"Martin, Rodney (USA) (1982)_Heat 5 - 2008 USA Olympic Trials (Eugene, OR)"
"Martin, Rodney (USA) (1982)","FINAL - 2007 IAAF World Athletic Final (Stuttgart, GER)",6 / 3,1.3 m/s,23-Sep-07,0.174,5.98,10.51,15.24,20.27,20.27,10.51,9.76,-0.75,8.36,11.04,10.57,9.94,9.51,10.25,,Graubner (2007) - http://www.fgs.uni-halle.de,"Martin, Rodney (USA) (1982)_FINAL - 2007 IAAF World Athletic Final (Stuttgart, GER)"
"Martin, Rodney (USA) (1982)","FINAL - 2007 IAAF World Championships (Osaka, JPN)",8 / 4,-0.8 m/s,30-Aug-07,0.186,5.83,10.32,15.02,20.06,20.06,10.32,9.74,-0.58,8.58,11.14,10.64,9.92,9.69,10.27,89.0,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martin, Rodney (USA) (1982)_FINAL - 2007 IAAF World Championships (Osaka, JPN)_89"
"Martin, Rodney (USA) (1982)","Semi-Final 1 - 2007 IAAF World Championships (Osaka, JPN)",4 / 3,-0.4 m/s,29-Aug-07,0.165,5.96,10.45,15.19,20.18,20.18,10.45,9.73,-0.72,8.39,11.14,10.55,10.02,9.57,10.28,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martin, Rodney (USA) (1982)_Semi-Final 1 - 2007 IAAF World Championships (Osaka, JPN)"
"Martin, Rodney (USA) (1982)","Quarter-Final 1 - 2007 IAAF World Championships (Osaka, JPN)",6 / 1,0.3 m/s,28-Aug-07,0.163,5.89,10.4,15.15,20.25,20.25,10.4,9.85,-0.55,8.49,11.09,10.53,9.8,9.62,10.15,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martin, Rodney (USA) (1982)_Quarter-Final 1 - 2007 IAAF World Championships (Osaka, JPN)"
"Martin, Rodney (USA) (1982)","FINAL - 2007 USATF National Championships (Indianapolis, IN)",4 / 3,-0.3 m/s,24-Jun-07,,10.4,20.2,20.18,43.0,43.0,20.2,22.8,2.6,9.62,10.2,9.91,9.62,4.95,4.39,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martin, Rodney (USA) (1982)_FINAL - 2007 USATF National Championships (Indianapolis, IN)"
"Martin, Rodney (USA) (1982)","FINAL - 2006 USATF National Championships (Indianapolis, IN)",4 / 3,0.3 m/s,25-Jun-06,,5.87,10.51,15.21,20.14,20.14,10.51,9.63,-0.88,8.52,10.78,10.64,10.14,9.51,10.38,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martin, Rodney (USA) (1982)_FINAL - 2006 USATF National Championships (Indianapolis, IN)"
"Martin, Rodney (USA) (1982)","FINAL - 2005 USATF National Championships (Carson, CA)",7 / 5,-0.9 m/s,26-Jun-05,,5.96,10.59,15.4,20.46,20.46,10.59,9.87,-0.72,8.39,10.8,10.4,9.88,9.44,10.13,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martin, Rodney (USA) (1982)_FINAL - 2005 USATF National Championships (Carson, CA)"
"Martin, Rodney (USA) (1982)","FINAL - 2005 NCAA Championships (Sacramento, CA)",/ 5,-0.7 m/s,11-Jun-05,,10.7,20.6,20.61,5.0,5.0,20.6,-15.6,-36.2,9.35,10.1,9.7,9.35,4.85,,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martin, Rodney (USA) (1982)_FINAL - 2005 NCAA Championships (Sacramento, CA)"
"Martin, Roy (USA) (1966)","Semi-Final 1 - 1988 Olympic Games (Seoul, KOR)",5 / 6,1.5 m/s,28-Sep-88,0.298,6.14,10.75,15.51,20.62,20.62,10.75,9.87,-0.88,8.14,10.85,10.5,9.78,9.3,10.13,,,"Martin, Roy (USA) (1966)_Semi-Final 1 - 1988 Olympic Games (Seoul, KOR)"
"Martin, Roy (USA) (1966)","FINAL - 1988 USA Olympic Trials (Indianapolis, IN)",4 / 3,1.0 m/s,20-Jul-88,,10.4,20.05,20.05,43.0,43.0,20.05,22.95,2.9,9.62,10.36,9.98,9.62,4.99,4.36,,,"Martin, Roy (USA) (1966)_FINAL - 1988 USA Olympic Trials (Indianapolis, IN)"
"Martin, Roy (USA) (1966)","FINAL - 1984 USA Olympic Trials (Los Angeles, CA)",2 / 4,-0.2 m/s,21-Jun-84,,10.51,20.43,20.43,24.0,24.0,20.43,3.57,-16.86,9.51,10.08,9.79,9.51,4.89,28.01,,,"Martin, Roy (USA) (1966)_FINAL - 1984 USA Olympic Trials (Los Angeles, CA)"
"Martin, Roy (USA) (1966)","Semi-Final 2 - 1984 USA Olympic Trials (Los Angeles, CA)",/ 3,-0.6 m/s,21-Jun-84,,10.61,20.6,20.6,3.0,3.0,20.6,-17.6,-38.2,9.43,10.01,9.71,9.43,4.85,,,,"Martin, Roy (USA) (1966)_Semi-Final 2 - 1984 USA Olympic Trials (Los Angeles, CA)"
"Martina, Churandy (NED) (1984)","FINAL - 2016 Olympic Games (Rio de Janeiro, BRA)",8 / 5,-0.5 m/s,18-Aug-16,0.148,10.3,20.13,20.13,85.0,85.0,20.13,64.87,44.74,9.71,10.17,9.94,88.5,4.97,1.54,,,"Martina, Churandy (NED) (1984)_FINAL - 2016 Olympic Games (Rio de Janeiro, BRA)"
"Martina, Churandy (NED) (1984)","FINAL - 2013 IAAF World Championships (Moscow, RUS)",1 / 7,0.0 m/s,17-Aug-13,0.138,10.7,20.4,20.35,17.0,17.0,20.4,-3.4,-23.8,9.35,10.31,9.83,87.5,4.9,,,,"Martina, Churandy (NED) (1984)_FINAL - 2013 IAAF World Championships (Moscow, RUS)"
"Martina, Churandy (NED) (1984)","FINAL - 2012 Olympic Games (London, GBR)",5 / 5,0.4 m/s,09-Aug-12,0.157,10.42,20.0,20.0,55.0,55.0,20.0,35.0,15.0,9.6,10.44,10.0,89.5,5.0,2.86,,,"Martina, Churandy (NED) (1984)_FINAL - 2012 Olympic Games (London, GBR)"
"Martina, Churandy (AHO) (1984)","FINAL - 2008 Olympic Games (Beijing, CHN)",7 /  2,-0.9 m/s,20-Aug-08,0.144,10.2,19.82,19.82,72.0,72.0,19.82,52.18,32.36,9.8,10.4,10.09,87.7,5.05,1.92,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martina, Churandy (AHO) (1984)_FINAL - 2008 Olympic Games (Beijing, CHN)"
"Martina, Churandy (AHO) (1984)","FINAL - 2007 IAAF World Championships (Osaka, JPN)",3 / 5,-0.8 m/s,30-Aug-07,0.144,5.84,10.37,15.18,20.28,20.28,10.37,9.91,-0.46,8.56,11.04,10.4,9.8,9.64,10.09,92.0,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martina, Churandy (AHO) (1984)_FINAL - 2007 IAAF World Championships (Osaka, JPN)_92"
"Martina, Churandy (AHO) (1984)","Semi-Final 1 - 2007 IAAF World Championships (Osaka, JPN)",3 / 4,-0.4 m/s,29-Aug-07,0.14,5.9,10.4,15.17,20.2,20.2,10.4,9.8,-0.6,8.47,11.11,10.48,9.94,9.62,10.2,91.0,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martina, Churandy (AHO) (1984)_Semi-Final 1 - 2007 IAAF World Championships (Osaka, JPN)_91"
"Martina, Churandy (AHO) (1984)","Quarter-Final 2 - 2007 IAAF World Championships (Osaka, JPN)",6 / 3,-0.3 m/s,28-Aug-07,0.14,5.91,10.43,15.22,20.39,20.39,10.43,9.96,-0.47,8.46,11.06,10.44,9.67,9.59,10.04,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martina, Churandy (AHO) (1984)_Quarter-Final 2 - 2007 IAAF World Championships (Osaka, JPN)"
"Martina, Churandy (AHO) (1984)","FINAL - 2006 NCAA Championships (Sacramento, CA)",/ 4,-0.2 m/s,10-Jun-06,,10.9,20.6,20.62,4.0,4.0,20.6,-16.6,-37.2,9.17,10.31,9.7,9.17,4.85,,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Martina, Churandy (AHO) (1984)_FINAL - 2006 NCAA Championships (Sacramento, CA)"
"Martínez, Yancarlos (DOM) (1992)","Semi-Final 3 - 2022 World Athletics Championships (Eugene, OR)",2 / 4,0.3 m/s,19-Jul-22,0.116,10.54,20.21,20.21,24.0,24.0,20.21,3.79,-16.42,9.49,10.34,9.9,87.5,4.95,26.39,,Timing by Seiko (2022) - world athletics championships race analysis,"Martínez, Yancarlos (DOM) (1992)_Semi-Final 3 - 2022 World Athletics Championships (Eugene, OR)"
"Martínez, Yancarlos (DOM) (1992)","Heat 3 - 2022 World Athletics Championships (Eugene, OR)",7 / 4,2.1 m/s,18-Jul-22,0.146,10.5,20.13,20.13,74.0,74.0,20.13,53.87,33.74,9.52,10.38,9.94,88.0,4.97,1.86,88.0,Timing by Seiko (2022) - world athletics championships race analysis,"Martínez, Yancarlos (DOM) (1992)_Heat 3 - 2022 World Athletics Championships (Eugene, OR)_88"
"Martínez, Yancarlos (DOM) (1992)","FINAL - 2022 Meeting de Paris (Paris, FRA)",1 / 7,0.6 m/s,18-Jun-22,0.153,6.01,10.72,15.55,20.61,20.61,10.72,9.89,-0.83,8.32,10.62,10.35,9.88,9.33,10.11,89.0,Omega Timing (2022) - diamond league race analysis,"Martínez, Yancarlos (DOM) (1992)_FINAL - 2022 Meeting de Paris (Paris, FRA)_89"
"Martínez, Yancarlos (DOM) (1992)","FINAL - 2022 Meeting International Mohammed VI d'Athlétime (Rabat, MAR)",3 / 4,2.0 m/s,05-Jun-22,0.148,6.04,10.85,15.7,20.69,20.69,10.85,9.84,-1.01,8.28,10.4,10.31,10.02,9.22,10.16,,Omega Timing (2022) - diamond league race analysis,"Martínez, Yancarlos (DOM) (1992)_FINAL - 2022 Meeting International Mohammed VI d'Athlétime (Rabat, MAR)"
"Martínez, Yancarlos (DOM) (1992)","FINAL - 2021 Athletissima (Lausanne, SUI)",3 / 5,3.2 m/s,26-Aug-21,0.143,6.0,10.6,15.4,20.3,20.3,10.6,9.7,-0.9,8.33,10.87,10.42,10.2,9.43,10.31,89.0,Omega Timing (2021) - diamond league race analysis,"Martínez, Yancarlos (DOM) (1992)_FINAL - 2021 Athletissima (Lausanne, SUI)_89"
